"iso","sector","fuel","units","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"nor","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.118","0.1204","0.1228","0.1252","0.1276","0.13","0.1266","0.1232","0.1198","0.1164","0.113","0.1178","0.1226","0.1274","0.1322","0.137","0.1264","0.1158","0.1052","0.0946","0.084","0.0826","0.0812","0.0798","0.0784","0.077","0.0796","0.0822","0.0848","0.0874","0.09","0.0884","0.0868","0.0852","0.0836","0.082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"nzl","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.0028","0.0026","0.0024","0.0022","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.0018","0.0016","0.0014","0.0012","0.001","0.0018","0.0026","0.0034","0.0042","0.005","0.0046","0.0042","0.0038","0.0034","0.003","0.0292","0.0554","0.0816","0.1078","0.134","0.136","0.138","0.14","0.142","0.144","0.143","0.142","0.141","0.14","0.139","0.143","0.147","0.151","0.155","0.159","0.1624","0.1658","0.1692","0.1726","0.176","0.176","0.176","0.176","0.176"
"pak","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0.0858","0.1326","0.1794","0.2262","0.273","0.3018","0.3306","0.3594","0.3882","0.417","0.4158","0.4146","0.4134","0.4122","0.411","0.4006","0.3902","0.3798","0.3694","0.359","0.33","0.301","0.272","0.243","0.214","0.2036","0.1932","0.1828","0.1724","0.162","0.162","0.162","0.162","0.162"
"per","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.079","0.0816","0.0842","0.0868","0.0894","0.092","0.0926","0.0932","0.0938","0.0944","0.095","0.0872","0.0794","0.0716","0.0638","0.056","0.0502","0.0444","0.0386","0.0328","0.027","0.0242","0.0214","0.0186","0.0158","0.013","0.0142","0.0154","0.0166","0.0178","0.019","0.019","0.019","0.019","0.019","0.019","0.018","0.017","0.016","0.015","0.014","0.015","0.016","0.017","0.018","0.019","0.0186","0.0182","0.0178","0.0174","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"pol","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.846","0.7676","0.6892","0.6108","0.5324","0.454","0.4604","0.4668","0.4732","0.4796","0.486","0.4472","0.4084","0.3696","0.3308","0.292","0.3382","0.3844","0.4306","0.4768","0.523","0.4392","0.3554","0.2716","0.1878","0.104","0.4178","0.7316","1.0454","1.3592","1.673","1.7976","1.9222","2.0468","2.1714","2.296","2.4442","2.5924","2.7406","2.8888","3.037","3.1706","3.3042","3.4378","3.5714","3.705","3.79","3.875","3.96","4.045","4.13","4.251","4.372","4.493","4.614","4.735","4.8408","4.9466","5.0524","5.1582","5.264","5.0624","4.8608","4.6592","4.4576","4.256","4.1626","4.0692","3.9758","3.8824","3.789","3.6734","3.5578","3.4422","3.3266","3.211","3.0842","2.9574","2.8306","2.7038","2.577","2.535","2.493","2.451","2.409","2.367","2.4346","2.5022","2.5698","2.6374","2.705","2.705","2.705","2.705","2.705"
"prk","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.386","0.983","1.58","2.177","2.774","3.371","3.008","2.645","2.282","1.919","1.556","1.8672","2.1784","2.4896","2.8008","3.112","3.4086","3.7052","4.0018","4.2984","4.595","4.548","4.501","4.454","4.407","4.36","4.3668","4.3736","4.3804","4.3872","4.394","4.817","5.24","5.663","6.086","6.509","5.582","4.655","3.728","2.801","1.874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"prt","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009","0.0088","0.0086","0.0084","0.0082","0.008","0.0092","0.0104","0.0116","0.0128","0.014","0.0246","0.0352","0.0458","0.0564","0.067","0.0666","0.0662","0.0658","0.0654","0.065","0.0646","0.0642","0.0638","0.0634","0.063","0.0632","0.0634","0.0636","0.0638","0.064","0.0666","0.0692","0.0718","0.0744","0.077","0.0746","0.0722","0.0698","0.0674","0.065","0.071","0.077","0.083","0.089","0.095","0.0966","0.0982","0.0998","0.1014","0.103","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"rou","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0.0496","0.0602","0.0708","0.0814","0.092","0.0876","0.0832","0.0788","0.0744","0.07","0.068","0.066","0.064","0.062","0.06","0.0564","0.0528","0.0492","0.0456","0.042","0.0362","0.0304","0.0246","0.0188","0.013","0.0232","0.0334","0.0436","0.0538","0.064","0.113","0.162","0.211","0.26","0.309","0.3472","0.3854","0.4236","0.4618","0.5","0.5374","0.5748","0.6122","0.6496","0.687","0.6246","0.5622","0.4998","0.4374","0.375","0.4606","0.5462","0.6318","0.7174","0.803","0.86","0.917","0.974","1.031","1.088","1.196","1.304","1.412","1.52","1.628","1.5016","1.3752","1.2488","1.1224","0.996","0.9902","0.9844","0.9786","0.9728","0.967","0.867","0.767","0.667","0.567","0.467","0.4748","0.4826","0.4904","0.4982","0.506","0","0","0","0","0","0","0","0","0"
"rus","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.212","10.7174","10.2228","9.7282","9.2336","8.739","8.742","8.745","8.748","8.751","8.754","8.8754","8.9968","9.1182","9.2396","9.361","9.5604","9.7598","9.9592","10.1586","10.358","10.358","10.358","10.358","10.358"
"svk","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.506","0.4966","0.4872","0.4778","0.4684","0.459","0.465","0.471","0.477","0.483","0.489","0.48","0.471","0.462","0.453","0.444","0.444","0.444","0.444","0.444"
"swe","1A1bc_Other-transformation","process","kt","0.285","0.3172","0.3494","0.3816","0.4138","0.446","0.5692","0.6924","0.8156","0.9388","1.062","1.1546","1.2472","1.3398","1.4324","1.525","1.5946","1.6642","1.7338","1.8034","1.873","2.134","2.395","2.656","2.917","3.178","3.2108","3.2436","3.2764","3.3092","3.342","3.3984","3.4548","3.5112","3.5676","3.624","3.5772","3.5304","3.4836","3.4368","3.39","3.3456","3.3012","3.2568","3.2124","3.168","3.1732","3.1784","3.1836","3.1888","3.194","3.0884","2.9828","2.8772","2.7716","2.666","2.5976","2.5292","2.4608","2.3924","2.324","2.3046","2.2852","2.2658","2.2464","2.227","1.9804","1.7338","1.4872","1.2406","0.994","0.9276","0.8612","0.7948","0.7284","0.662","0.6304","0.5988","0.5672","0.5356","0.504","0.4936","0.4832","0.4728","0.4624","0.452","0.4516","0.4512","0.4508","0.4504","0.45","0.3944","0.3388","0.2832","0.2276","0.172","0.3186","0.4652","0.6118","0.7584","0.905","0.8614","0.8178","0.7742","0.7306","0.687","0.6342","0.5814","0.5286","0.4758","0.423","0.4086","0.3942","0.3798","0.3654","0.351","0.312","0.273","0.234","0.195","0.156","0.1698","0.1836","0.1974","0.2112","0.225","0.2488","0.2726","0.2964","0.3202","0.344","0.3426","0.3412","0.3398","0.3384","0.337","0.3326","0.3282","0.3238","0.3194","0.315","0.3204","0.3258","0.3312","0.3366","0.342","0.3474","0.3528","0.3582","0.3636","0.369","0.372","0.375","0.378","0.381","0.384","0.384","0.384","0.384","0.384","0.384","0.384","0.384","0.384","0.384"
"tun","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017","0.0184","0.0198","0.0212","0.0226","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"tur","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.565","0.5478","0.5306","0.5134","0.4962","0.479","0.578","0.677","0.776","0.875","0.974","1.112","1.25","1.388","1.526","1.664","1.5954","1.5268","1.4582","1.3896","1.321","1.3732","1.4254","1.4776","1.5298","1.582","1.5074","1.4328","1.3582","1.2836","1.209","1.1586","1.1082","1.0578","1.0074","0.957","0.9732","0.9894","1.0056","1.0218","1.038","1.1142","1.1904","1.2666","1.3428","1.419","1.4926","1.5662","1.6398","1.7134","1.787","1.7462","1.7054","1.6646","1.6238","1.583","1.5836","1.5842","1.5848","1.5854","1.586","1.588","1.59","1.592","1.594","1.596","1.6796","1.7632","1.8468","1.9304","2.014","2.014","2.014","2.014","2.014"
"twn","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.046","0.086","0.126","0.166","0.206","0.246","0.3552","0.4644","0.5736","0.6828","0.792","0.6846","0.5772","0.4698","0.3624","0.255","0.2538","0.2526","0.2514","0.2502","0.249","0.2512","0.2534","0.2556","0.2578","0.26","0.5158","0.7716","1.0274","1.2832","1.539","1.6998","1.8606","2.0214","2.1822","2.343","2.9248","3.5066","4.0884","4.6702","5.252","5.7074","6.1628","6.6182","7.0736","7.529","8.5732","9.6174","10.6616","11.7058","12.75","12.6866","12.6232","12.5598","12.4964","12.433","12.945","13.457","13.969","14.481","14.993","14.993","14.993","14.993","14.993"
"ukr","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.341","10.3896","9.4382","8.4868","7.5354","6.584","6.5398","6.4956","6.4514","6.4072","6.363","6.3314","6.2998","6.2682","6.2366","6.205","6.0614","5.9178","5.7742","5.6306","5.487","5.487","5.487","5.487","5.487"
"ury","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.0036","0.0042","0.0048","0.0054","0.006","0.006","0.006","0.006","0.006","0.006","0.0056","0.0052","0.0048","0.0044","0.004","0.004","0.004","0.004","0.004","0.004","0.0038","0.0036","0.0034","0.0032","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"usa","1A1bc_Other-transformation","process","kt","3.654","4.136","4.618","5.1","5.582","6.064","6.4384","6.8128","7.1872","7.5616","7.936","7.8556","7.7752","7.6948","7.6144","7.534","9.1144","10.6948","12.2752","13.8556","15.436","15.596","15.756","15.916","16.076","16.236","15.2648","14.2936","13.3224","12.3512","11.38","13.1816","14.9832","16.7848","18.5864","20.388","23.4926","26.5972","29.7018","32.8064","35.911","36.4606","37.0102","37.5598","38.1094","38.659","44.3708","50.0826","55.7944","61.5062","67.218","72.8422","78.4664","84.0906","89.7148","95.339","99.3156","103.2922","107.2688","111.2454","115.222","114.5942","113.9664","113.3386","112.7108","112.083","112.7062","113.3294","113.9526","114.5758","115.199","105.3672","95.5354","85.7036","75.8718","66.04","59.752","53.464","47.176","40.888","34.6","30.7318","26.8636","22.9954","19.1272","15.259","15.8638","16.4686","17.0734","17.6782","18.283","18.418","18.553","18.688","18.823","18.958","19.1684","19.3788","19.5892","19.7996","20.01","20.084","20.158","20.232","20.306","20.38","19.3828","18.3856","17.3884","16.3912","15.394","15.92","16.446","16.972","17.498","18.024","18.0694","18.1148","18.1602","18.2056","18.251","17.7636","17.2762","16.7888","16.3014","15.814","15.173","14.532","13.891","13.25","12.609","11.6402","10.6714","9.7026","8.7338","7.765","7.6828","7.6006","7.5184","7.4362","7.354","7.132","6.91","6.688","6.466","6.244","6.09","5.936","5.782","5.628","5.474","5.2658","5.0576","4.8494","4.6412","4.433","4.3444","4.2558","4.1672","4.0786","3.99","3.99","3.99","3.99","3.99"
"ussr","1A1bc_Other-transformation","process","kt","0.163","0.2276","0.2922","0.3568","0.4214","0.486","0.577","0.668","0.759","0.85","0.941","0.991","1.041","1.091","1.141","1.191","1.7678","2.3446","2.9214","3.4982","4.075","4.0858","4.0966","4.1074","4.1182","4.129","4.0424","3.9558","3.8692","3.7826","3.696","3.7798","3.8636","3.9474","4.0312","4.115","4.6718","5.2286","5.7854","6.3422","6.899","7.5102","8.1214","8.7326","9.3438","9.955","11.531","13.107","14.683","16.259","17.835","16.9744","16.1138","15.2532","14.3926","13.532","13.1698","12.8076","12.4454","12.0832","11.721","11.5344","11.3478","11.1612","10.9746","10.788","8.678","6.568","4.458","2.348","0.238","0.568","0.898","1.228","1.558","1.888","2.519","3.15","3.781","4.412","5.043","5.8766","6.7102","7.5438","8.3774","9.211","9.0712","8.9314","8.7916","8.6518","8.512","7.6488","6.7856","5.9224","5.0592","4.196","5.3934","6.5908","7.7882","8.9856","10.183","11.1158","12.0486","12.9814","13.9142","14.847","15.551","16.255","16.959","17.663","18.367","18.9796","19.5922","20.2048","20.8174","21.43","21.932","22.434","22.936","23.438","23.94","24.4954","25.0508","25.6062","26.1616","26.717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ven","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.037","0.0363","0.0356","0.0349","0.0342","0.0335","0.0328","0.0321","0.0314","0.0307","0.03","0.0286","0.0272","0.0258","0.0244","0.023","0.0216","0.0202","0.0188","0.0174","0.016","0.0146","0.0132","0.0118","0.0104","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"yug","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.0104","0.0168","0.0232","0.0296","0.036","0.0318","0.0276","0.0234","0.0192","0.015","0.0226666666666667","0.0303333333333333","0.038","0.0456666666666667","0.0533333333333333","0.061","0.0686666666666667","0.0763333333333333","0.084","0.0916666666666667","0.0993333333333333","0.107","0.114666666666667","0.122333333333333","0.13","0.1634","0.1968","0.2302","0.2636","0.297","0.309","0.321","0.333","0.345","0.357","0.358","0.359","0.36","0.361","0.362","0.361","0.36","0.359","0.358","0.357","0.3592","0.3614","0.3636","0.3658","0.368","0.4318","0.4956","0.5594","0.6232","0.687","0.7448","0.8026","0.8604","0.9182","0.976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"zaf","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.271","3.4226","3.5742","3.7258","3.8774","4.029","4.0488","4.0686","4.0884","4.1082","4.128","4.2052","4.2824","4.3596","4.4368","4.514","4.2194","3.9248","3.6302","3.3356","3.041","2.9682","2.8954","2.8226","2.7498","2.677","2.7088","2.7406","2.7724","2.8042","2.836","2.7272","2.6184","2.5096","2.4008","2.292","2.2632","2.2344","2.2056","2.1768","2.148","2.0378","1.9276","1.8174","1.7072","1.597","1.472","1.347","1.222","1.097","0.972","1.0028","1.0336","1.0644","1.0952","1.126","1.134","1.142","1.15","1.158","1.166","1.166","1.166","1.166","1.166"
"zwe","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0.0652","0.0904","0.1156","0.1408","0.166","0.1694","0.1728","0.1762","0.1796","0.183","0.221","0.259","0.297","0.335","0.373","0.318","0.263","0.208","0.153","0.098","0.1224","0.1468","0.1712","0.1956","0.22","0.2206","0.2212","0.2218","0.2224","0.223","0.2406","0.2582","0.2758","0.2934","0.311","0.3016","0.2922","0.2828","0.2734","0.264","0.2422","0.2204","0.1986","0.1768","0.155","0.155","0.155","0.155","0.155"
