iso,fuel,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976
afg,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.155267,159.7858824,,99.72850679,202.8733032,137.6923077,152.6244344,183.6199095,218.2352941,137.8733032
afg,hard_coal,8,10,12,14,16,23,23,29,34,41,48,66,112,99,113,144,162,151,125,137,164,135,72,117,115,150,160
ago,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.98642534,37.98642534,50.29411765,57.42081448,60.04524887,57.39819005,49.97737557
alb,brown_coal,40,69,71,105,149,195,224,236,256,288,290,288,301,252,292,331,394,434,502,593,605,675,740,811,850,895,900
alb,natural_gas,0,4.43438914,4.43438914,8.800904977,13.25791855,17.60180995,22.05882353,26.5158371,30.85972851,35.31674208,37.9638009,37.9638009,37.9638009,37.9638009,37.9638009,37.9638009,47.62443439,58.23529412,67.05882353,77.66968326,86.47058824,111.199095,127.9638009,167.7149321,196.8325792,254.5248869,309.1855204
are,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.678733,529.5022624,520.9782805,201.4027149,509.7285068,601.040724,749.9547511,824.9773756,700.0226244,774.9547511
arg,natural_gas,0,652.5339367,705.9728507,548.7330317,555.8371041,565.2941176,600.6334842,669.8868778,680.8597285,676.8778281,1087.330317,1853.076923,2348.393891,2681.711738,2974.223729,3333.525638,3610.212308,3775.413566,4203.836443,4188.117086,4729.004525,5068.687783,5733.733032,6524.886878,6862.669683,7230.452489,7573.122172
arg,hard_coal,1473,2242,1852,1266,1519,1252,1449,1279,1489,1505,1577,1452,831,976,1023,1031,1054,1218,990,1069,1409,1276,1212,1230,1445,1531,1452
arm,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aus,brown_coal,7445,7962,8234,8390,9481,10274,10729,10913,11830,13244,15207,16541,17412,18752,19340,20991,22133,23759,23339,23274,24175,23383,23697,25036,26742,27896,29212
aus,hard_coal,16744,17484,17841,18418,19230,18899,18735,18922,18798,19949,20102,19928,20216,20524,21887,22819,22509,23685,24441,25277,25153,25334,26626,27014,29006,29257,29533
aut,brown_coal,4764,5565,5501,5784,6453,6776,6875,7050,6610,6155,5796,5684,5924,6212,5998,5544,5140,4639,4176,3959,3870,3849,4243,4107,4173,3784,3367
aut,natural_gas,426.8325792,438.7556561,443.0316742,503.9140271,565.5824434,693.6083258,674.8695023,688.4894118,746.1859276,1026.50267,1342.728597,1419.814253,1490.384072,1553.637783,1620.128371,1573.70724,1688.884027,1618.051131,1722.692398,2148.00543,2609.230769,3015.972851,3257.013575,3504.660633,3806.493213,3729.162896,4260.746606
aut,hard_coal,5046,5278,4721,4230,4529,4777,4997,5166,4452,4030,4413,4259,4308,4655,4504,4231,3934,3747,3766,3767,4166,3247,3277,3245,3326,2944,2980
aze,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
bel,natural_gas,2.832352941,13.34904977,26.88950226,32.18574661,24.99176471,34.75239819,41.38090498,49.22791855,49.23004525,42.79624434,29.4341629,31.90493213,34.73665158,31.33511312,33.70013575,43.64647059,91.95208145,425.779819,1100.854389,2278.327873,3604.773756,4974.502262,6253.393665,7534.502262,8808.846154,8579.027149,9158.257919
bel,hard_coal,26024,30582,28510,27414,28302,29592,31138,30301,26081,25891,26314,25890,26296,27333,24953,23781,22416,21572,21690,20313,19098,15952,16398,17593,18743,15236,16417
bgr,brown_coal,5771,6224,7173,8077,8632,9134,9652,10550,11558,13866,15416,16966,19104,20204,23718,24465,24626,26739,28282,28632,28628,26256,26707,26311,24749,27789,25385
bgr,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.05429864,86.74208145,261.7647059,402.4886878,417.6470588,378.8235294,260.4298643,175.3846154,176.719457,385.0678733,1022.80543,1788.800905
bgr,hard_coal,157,190,237,268,291,277,315,294,324,446,527,1047,1508,1905,2584,3134,3403,3698,3759,4433,5475,5972,6049,6528,6745,6485,6102
bhr,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,44.14027149,44.14027149,44.14027149,52.94117647,52.94117647,238.3031674,273.6425339,308.9819005,450.2262443,997.6244344,1414.321267,1743.597285,1835.20362,1923.167421
bih,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bih,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bol,natural_gas,0,0,0,0,0,4.728506787,5.475113122,6.244343891,4.728506787,5.475113122,4.728506787,39.29864253,37.69208145,38.53713122,41.57482353,48.76624434,61.36751131,64.412181,59.77074208,87.22644344,29.09502262,31.4479638,45.76923077,53.41628959,132.0588235,114.1628959,140.2036199
bra,natural_gas,0.931095023,0.935828054,0.932841629,2.916886878,5.956868778,5.953882353,7.939674208,15.89323982,29.83204525,42.71266063,52.66075113,52.65376471,50.67321267,75.57739367,74.54148416,89.50362896,112.3354208,117.3478914,105.4185882,108.3431403,71.53846154,114.2307692,125.9728507,174.3891403,317.9638009,359.5475113,421.199095
bra,hard_coal,3042,2979,2885,2767,2791,2796,2443,2360,1879,1918,2312,2175,2672,2549,2798,3234,3888,3832,3998,4358,4054,4172,4245,4126,4303,4923,5502
brb,natural_gas,1.787330317,2.647058824,3.484162896,3.484162896,2.647058824,3.484162896,3.484162896,2.647058824,2.647058824,2.647058824,1.787330317,2.647058824,2.647058824,3.484162896,2.647058824,2.647058824,2.647058824,2.647058824,2.647058824,2.647058824,2.918552036,2.647058824,2.171945701,2.647058824,1.696832579,1.877828054,3.687782805
brn,natural_gas,119.4417647,122.4729321,124.4621357,123.4246787,125.4141629,122.4757466,124.3523891,121.433276,137.5175023,137.5192489,140.55019,126.4564072,135.5288054,137.6320905,123.4206787,149.3577195,132.508009,135.3564887,131.5496109,147.5576561,178.6651584,166.3800905,338.4841629,395.4751131,627.760181,697.7149321,470.7918552
btn,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,hard_coal,36567,36391,33891,31329,30100,26514,29393,23985,21036,19733,18134,16526,17033,16999,18757,19308,18623,18401,19573,19146,19846,18819,20616,16368,14281,18801,16975
can,natural_gas,1634.375801,1877.416434,1966.368787,2212.730281,2734.669412,3420.181647,3927.627394,4996.301701,6175.515765,7958.709312,9905.385602,10562.55065,11946.97569,10285.30018,15710.3364,17492.75973,19509.53377,20724.65699,25536.82357,26811.24726,28802.66968,31030.42986,35176.74208,37652.62443,38409.86425,39513.39367,45497.85068
can,brown_coal,5012,4541,4280,4008,3891,4202,4061,3754,3499,3104,3365,3237,3403,3199,3713,4184,4226,4209,4723,4720,7010,6303,7420,8132,8550,9502,11038
che,hard_coal,2113,2804,2158,1740,2132,2134,2586,2746,1974,1912,2184,1917,1940,2230,1596,1285,1037,792,654,626,585,385,330,307,241,166,144
che,natural_gas,,0,,,,,,,,,,,,,,,,1.704705882,9.849411765,11.83823529,38.6199095,93.46153846,118.4841629,160.4977376,338.0769231,544.8190045,569.9321267
chl,natural_gas,0,,,,42.62515837,42.62289593,42.60434389,42.61638009,42.61891403,42.60660633,42.6061991,47.35932127,47.35276018,47.3399095,47.34511312,52.09529412,52.08262443,56.81221719,59.66447964,65.34606335,1089.343891,1146.176471,1174.59276,1041.99095,1037.262443,1037.262443,734.6153846
chl,hard_coal,1689,2048,2060,1977,1969,1966,2003,1850,1722,1682,1675,1638,1766,1709,1628,1610,1603,1703,1747,1763,1769,1906,1575,1711,1622,1295,1307
chn,natural_gas,6.108597285,2.714932127,7.013574661,9.728506787,13.34841629,14.9321267,22.62443439,61.08597285,97.28506787,255.6561086,916.2895928,1296.38009,1067.873303,900.4524887,934.3891403,970.5882353,1180.995475,1287.330317,1235.294118,1728.506787,2531.674208,3298.642534,4269.230769,5273.755656,6640.271493,7805.429864,8907.239819
chn,hard_coal,40960,52840,66200,68730,82153,96672,108333,128854,268205,367035,394946,275737,217430,214419,212057,228644,248034,202514,217874,264543,351735,389133,407182,414182,410132,479003,480731
cog,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647058824,36.31221719,64.3438914,73.46153846,13.68778281,15.0678733,14.61538462,7.398190045
col,natural_gas,0,0,0,0,0,0,0,0,,309.7268778,316.3661538,326.7861991,494.438914,599.5874208,634.6488688,783.3556561,930.1707602,969.0211765,1000.280814,1115.841222,1248.21267,1385.542986,1625.769231,1694.615385,1640.542986,1655.61086,1701.470588
col,hard_coal,1010,1115,966,1230,1500,1850,2000,2000,2440,2480,2600,2800,3000,3200,3000,2800,2500,3100,3100,3317,2263,2535,2618,3042,3266,3443,3613
cub,hard_coal,48,90,56,43,36,32,20,143,48,58,43,160,47,70,90,91,64,92,58,69,65,52,52,45,47,57,48
cyp,hard_coal,2,1,3,2,2,,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
cze,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,natural_gas,20.06361991,25.84343891,44.79538462,104.7314027,167.5147511,335.3420814,486.7713575,482.4975113,480.3229864,550.6943891,623.0352036,681.4884163,906.2027602,1180.029457,1760.84629,2566.032851,3103.976968,4036.624525,6696.915385,9502.685928,13728.34842,18479.77376,24279.0724,31115.8371,38841.56109,40864.29864,43018.07692
deu,brown_coal,217831,238584,246417,262107,274956,296424,306999,314778,314807,315273,328182,340931,355084,367264,374121,358442,352849,343327,353539,367078,373512,372399,364490,371274,379653,375345,387675
deu,hard_coal,107104,124101,132821,130819,131522,145083,155074,154208,144250,134148,146182,143096,146933,150100,146242,138846,126444,115316,113922,120091,120859,119087,106077,103911,102084,90512,98107
dnk,hard_coal,4123,4212,4477,4264,4560,4475,3557,3105,3068,2915,3679,3557,3939,4006,3748,3540,3935,3742,4053,3805,3308,2073,1957,3410,3103,4079,4629
dom,hard_coal,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dza,natural_gas,0,0,0,0,0,0,0,0,0,0,0,206.7647059,315.9954751,278.3936652,546.9266968,818.1160633,850.3237557,823.5178733,866.5171946,1139.428507,62.33031674,310.4072398,1441.78733,1446.719457,1126.923077,2050.20362,2789.638009
dza,hard_coal,710,766,695,583,559,601,664,745,682,551,474,288,153,86,96,91,92,69,73,99,83,74,65,75,85,83,25
ecu,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14276018,15.13682353,15.15837104,15.18099548,18.4841629,30.70135747,31.08597285,34.11764706,34.11764706
egy,hard_coal,209,281,196,73,126,103,87,122,76,44,45,46,58,29,301,409,289,480,505,492,496,402,429,427,664,1516,983
egy,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.92760181,43.28054299,49.43438914,49.43438914,49.43438914,62.69282353,75.02262443,73.89140271,61.58371041,76.71945701,37.8959276,40.56561086,335.7013575
esp,hard_coal,11561,11565,12669,12915,13035,12828,13031,14483,15516,14267,14042,14322,14526,14727,13679,14447,13714,13298,13930,13702,14083,13764,14012,13303,13321,14997,14273
esp,brown_coal,1344,1489,1598,1790,1755,1828,1935,2519,2672,2053,1742,2199,2517,2594,2585,2765,2611,2723,2899,2715,2881,3110,3089,3062,2922,3396,4171
esp,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877828054,2.081447964,2.737556561,6.153846154,2.737556561,2.171945701,58.13597285,75.47511312,375.7918552,747.8959276,993.3257919,952.8280543,1167.714932,1523.868778
est,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fin,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.1628959,652.5113122,700.8144796
fin,brown_coal,80,70,97,108,68,61,97,104,81,108,136,120,109,123,123,119,159,144,168,174,112,131,178,283,210,208,378
fin,hard_coal,1468,2126,2290,1821,1883,2223,2323,2244,1817,2627,2771,2357,2306,2464,2269,2133,2032,1931,2484,3052,2800,2619,2818,3143,3098,2843,3943
fji,hard_coal,10,19,23,19,21,18,16,6,3,10,7,2,7,7,4,3,2,6,2,1,0,2,0,0,7,17,9
flk,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,11,11,11,12
fra,hard_coal,59721,66403,64343,59506,61495,62996,71919,74324,68123,64426,63193,63470,65534,69311,67885,62964,58730,57955,54823,55479,52438,48302,41946,40565,40129,37123,43483
fra,brown_coal,1663,2006,1902,1840,1893,1894,2092,2046,2097,2096,2202,2909,2847,2413,2244,2578,2394,2980,3343,2911,2874,2610,2670,2775,2889,2892,3408
fra,natural_gas,206.1663801,256.3582353,259.7592308,241.1124434,277.2782805,332.9786878,408.9180995,527.8631222,628.7430317,1308.074344,2616.03819,3644.541312,4284.551855,4408.824118,4617.563891,4633.021086,4871.772217,5547.006968,6577.693213,7630.4319,8673.642534,10263.43891,12146.06335,14239.61538,14860.40724,16579.75113,17818.16742
gab,natural_gas,0,0,0,0,0,0,0,0,0,6.153846154,6.153846154,6.153846154,7.941176471,7.941176471,8.800904977,9.751131222,9.751131222,14.95475113,22.05882353,21.19909502,17.26244344,81.85520362,91.31221719,417.760181,483.1900452,143.0769231,44.04977376
gbr,natural_gas,0,7.194570136,8.325791855,10.70135747,15.13574661,12.30769231,16.65158371,29.07239819,53.30316742,63.16782805,69.12443439,69.2081448,100.1809955,133.6199095,236.2828507,775.6339819,758.8778281,1276.823439,2882.355068,5634.227104,10626.47059,17121.60633,24218.93665,26211.83258,31348.21267,32829.04977,34050.74661
gbr,hard_coal,201343,215297,209330,212436,213830,220993,220307,216221,203567,188687,198159,196641,192912,197724,190721,186261,178632,163284,162921,161605,155385,152258,129614,131208,117400,127390,125445
geo,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grc,hard_coal,284,382,278,269,237,267,249,271,217,190,158,199,184,183,166,157,145,122,85,95,159,312,481,651,696,784,627
grc,brown_coal,180,177,256,444,700,782,798,998,1195,1596,2544,2572,2607,3440,3874,5129,5007,5305,5667,6719,7856,11023,10926,13158,13928,18048,22597
hkg,hard_coal,268,273,305,201,202,248,205,235,200,207,220,237,214,188,172,170,146,116,78,45,23,30,21,12,11,9,13
hrv,diesel_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,hard_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,heavy_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrv,light_oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hun,hard_coal,1545,1819,2068,2593,3364,3306,3069,4475,3704,4045,4669,5230,5463,6650,8234,7516,7369,6383,6326,6050,6769,6337,6063,5661,5600,5519,5389
hun,natural_gas,322.9411765,343.7782805,424.2760181,465.9502262,472.5791855,464.0497738,385.4524887,350.4072398,325.7692308,434.5826697,465.2700905,426.1737557,439.3324434,620.6914932,789.5557014,1076.880136,1470.876109,1900.931493,2450.97914,2928.117557,2881.809955,3216.58371,3516.99095,4158.00905,4401.832579,5073.235294,6216.425339
hun,brown_coal,11168,12951,16146,18316,18403,19095,18199,19102,21569,22587,23602,25070,25263,26768,27346,26993,25927,22910,22901,22190,24100,23191,23255,24318,23064,21969,22810
idn,brown_coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
idn,hard_coal,767,791,922,816,845,800,859,718,605,666,686,575,490,601,455,287,339,231,176,199,161,192,188,129,149,191,157
idn,natural_gas,548.2579186,692.9864253,943.7330317,1205.927602,1396.606335,1684.457014,1805.339367,1913.9819,1842.375566,1968.733032,2146.153846,2267.104072,2388.076923,2470.113122,2410.995475,2786.199095,2791.493213,2816.221719,2901.855204,2298.846154,1057.963801,1247.760181,918.2352941,1445.20362,1505.361991,2349.343891,2595.542986
ind,hard_coal,30658,31831,33915,34480,35374,37181,38027,42566,44310,46401,51274,55297,60100,63842,60906,66632,66798,67822,69937,69624,70505,72317,76931,78835,83434,92792,96632
ind,brown_coal,0,0,0,0,0,0,0,4,7,33,48,64,210,992,1570,2300,2568,2929,4126,4188,3545,3661,3067,3320,3040,2790,3890
ind,natural_gas,0,0,0,0,0,0,0,0,0,0,0,2.1599819,4.43918552,5.299248869,10.60058824,129.7529593,143.877276,224.2083529,346.0089864,459.0203529,425.1357466,498.4615385,555.2036199,536.8778281,625.678733,797.4434389,1054.547511
irl,hard_coal,4646,4430,3872,3638,3850,4148,3092,2894,3174,3636,3724,3884,3308,3280,3012,2888,3010,2832,2748,2562,2570,2094,1842,1602,1760,1218,1428
irl,brown_coal,6326,7898,8010,7890,5692,7478,7332,7486,4650,9740,6880,8070,9362,8656,9358,6994,8358,9358,12282,11746,12144,12760,12386,11400,12974,12228,12620
irn,natural_gas,0,0,0,0,0,267.1149321,390.9236652,644.6863348,662.4867964,808.4690407,845.868362,875.2331222,936.7124253,1014.202633,1061.363303,1094.3361,1234.062389,1305.287195,1396.127403,4148.415104,9455.135747,8290.701357,8033.280543,8824.276018,11118.39367,10527.55656,10501.33484
irn,hard_coal,200,170,150,155,251,244,190,175,194,237,230,198,204,228,274,285,285,290,297,490,530,600,1018,1119,1274,1095,977
irq,natural_gas,0,0,0,0,0,292.2171946,317.7828054,237.4660633,189.8190045,294.8642534,532.3303167,562.3755656,569.3665158,640.0452489,670.9276018,438.7497195,479.392914,409.5786335,428.1432489,672.7242262,692.1493213,816.6289593,825.4072398,1068.190045,715.2036199,1147.307692,1591.764706
isl,hard_coal,95,68,60,48,43,61,43,34,30,28,22,17,16,11,13,7,5,5,3,2,1,1,1,1,0,0,0
isr,natural_gas,0,0,0,0,0,0,0,0,0,0,0,2.647058824,9.660633484,8.800904977,25.38461538,63.07692308,83.25791855,95.47511312,124.4570136,124.4570136,107.9638009,99.45701357,99.45701357,43.5520362,53.03167421,48.30316742,46.40271493
isr,hard_coal,14,13,25,23,30,17,27,28,21,14,35,18,21,13,19,3,2,1,4,1,2,1,5,3,3,4,5
ita,natural_gas,439.1402715,832.7375566,1234.660633,1964.660633,2557.239819,3125.950226,3856.99095,4298.031674,4462.149321,5272.352941,5556.199095,5888.325792,6162.036199,6263.371041,6579.208145,6671.447964,7284.18552,7956.402715,9300,10277.10407,10151.69683,11522.98643,13314.97738,15037.64706,17046.1086,19395.56561,23459.0724
ita,hard_coal,9430,10807,10372,10567,10835,11507,12243,12091,10441,9624,10627,11379,11834,12068,10768,11479,12167,12912,12402,12638,12759,12190,11613,11721,12792,12680,12467
