sector,fuel,em,method,start_year,end_year,file_name,domain,domain_extension,converge_year,converge_value
1A2g_Ind-Comb-other,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-other,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-other,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-other,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,hard_coal,SO2,EF-trend,1750,1969,U.1A2_Ind-Comb-SO2-EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-textile-leather,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-textile-leather,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-textile-leather,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-textile-leather,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-textile-leather,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-textile-leather,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-textile-leather,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-transpequip,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-transpequip,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-transpequip,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-transpequip,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-transpequip,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-transpequip,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-transpequip,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-wood-products,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-wood-products,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-wood-products,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-wood-products,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-wood-products,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-wood-products,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-wood-products,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A3ai_International-aviation,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A3ai_International-aviation,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A3ai_International-aviation,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A3aii_Domestic-aviation,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A3aii_Domestic-aviation,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A3aii_Domestic-aviation,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3b_Road,all-comb,BC,constant,1750,1849,,,,,
1A3b_Road,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3b_Road,all-comb,OC,constant,1750,1849,,,,,
1A3b_Road,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3c_Rail,all-comb,BC,constant,1750,1849,,,,,
1A3c_Rail,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3c_Rail,all-comb,OC,constant,1750,1849,,,,,
1A3c_Rail,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3c_Rail,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.13789948
1A3c_Rail,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.005014527
1A3c_Rail,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.004563219
1A3c_Rail,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.13789948
1A3c_Rail,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.005014527
1A3c_Rail,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.004563219
1A3c_Rail,hard_coal,all,default,1750,2014,,,,,
1A3c_Rail,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.13789948
1A3c_Rail,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.005014527
1A3c_Rail,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.004563219
1A3c_Rail,hard_coal,SO2,EF-trend,1750,1969,U.1A1_1A3c_Rail-SO2-EF,EXT_IN,extension-data/,,
1A3di_International-shipping,all-comb,all,default,1750,2014,,,,,
1A3dii_Domestic-navigation,all-comb,all,default,1750,2014,,,,,
1A3eii_Other-transp,all-comb,BC,constant,1750,1849,,,,,
1A3eii_Other-transp,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3eii_Other-transp,all-comb,OC,constant,1750,1849,,,,,
1A3eii_Other-transp,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4a_Commercial-institutional,all-comb,BC,constant,1750,1849,,,,,
1A4a_Commercial-institutional,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4a_Commercial-institutional,all-comb,OC,constant,1750,1849,,,,,
1A4a_Commercial-institutional,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4b_Residential,all-comb,BC,constant,1750,1849,,,,,
1A4b_Residential,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4b_Residential,all-comb,OC,constant,1750,1849,,,,,
1A4b_Residential,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4b_Residential,biomass,CO,,1750,1969,,,,,
1A4b_Residential,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.0106
1A4b_Residential,biomass,NOx,EF-converge,1750,1969,,,,1900,0.0001
1A4b_Residential,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.1622
1A4b_Residential,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0106
1A4b_Residential,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.0009
1A4b_Residential,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.1622
1A4b_Residential,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0106
1A4b_Residential,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.0009
1A4b_Residential,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.1622
1A4b_Residential,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0021
1A4b_Residential,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.0009
1A4a_Commercial-institutional,hard_coal,SO2,EF-trend,1750,1969,U.1A4_Residential-SO2-EF,EXT_IN,extension-data/,,
1A4b_Residential,hard_coal,SO2,EF-trend,1750,1969,U.1A4_Residential-SO2-EF,EXT_IN,extension-data/,,
1A4c_Agriculture-forestry-fishing,all-comb,BC,constant,1750,1849,,,,,
1A4c_Agriculture-forestry-fishing,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A4c_Agriculture-forestry-fishing,all-comb,OC,constant,1750,1849,,,,,
1A4c_Agriculture-forestry-fishing,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A5_Other-unspecified,all-comb,BC,constant,1750,1849,,,,,
1A5_Other-unspecified,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A5_Other-unspecified,all-comb,OC,constant,1750,1849,,,,,
1A5_Other-unspecified,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1B1_Fugitive-solid-fuels,process,all,Emissions-trend,1750,1969,U.1B1_Fugitive-solid-fuels_Biomass_Driver,EXT_IN,extension-data/,,
1B1_Fugitive-solid-fuels,process,all,Emissions-trend,1750,1969,U.1B1_Fugitive-solid-fuels_CoalCO2_Driver,EXT_IN,extension-data/,,
1B2_Fugitive-petr-and-gas,process,all,constant,1750,1969,,,,,
1B2d_Fugitive-other-energy,process,all,constant,1750,1969,,,,,
2A1_Cement-production,process,all,Emissions-trend,1750,1969,E.CO2_CDIAC_Cement,MED_OUT,,,
2A2_Lime-production,process,all,Emissions-trend,1750,1969,E.CO2_CDIAC_Cement,MED_OUT,,,
2A6_Other-minerals,process,all,EF-converge,1750,1969,,,,1850,0
2B_Chemical-industry,process,all,constant,1750,1969,,,,,
2C_Metal-production,process,all,Emissions-trend,1750,1969,E.CO2_CDIAC_solid_fuel,MED_OUT,,,
2C_Metal-production,process,SO2,Emissions-trend,1850,1969,U.SO2_Metal_Smelting,DEFAULT_EF_IN,non-combustion-emissions/,,
2C_Metal-production,process,SO2,Emissions-trend,1750,1849,U.Pre1850_Smelter_S_Emissions,EXT_IN,extension-data/,,
2C_Metal-production,process,CO,Emissions-trend,1750,1969,A.Pig_Iron_Production,EXT_IN,extension-data/,,
2D_Degreasing-Cleaning,process,all,constant,1750,1969,,,,1850,0
2D_Paint-application,process,all,constant,1750,1969,,,,1850,0
2D3_Chemical-products-manufacture-processing,process,all,constant,1750,1969,,,,1850,0
2D3_Other-product-use,process,all,constant,1750,1969,,,,1850,0
2H_Pulp-and-paper-food-beverage-wood,process,all,EF-converge,1750,1969,,,,1900,0
2L_Other-process-emissions,process,all,EF-converge,1750,1969,,,,1850,0
3B_Manure-management,process,all,constant,1750,1969,,,,,
3B_Manure-management,process,NH3,EF-trend,1800,1969,U.N_manure-per-cap,EXT_IN,extension-data/,,
3B_Manure-management,process,NH3,constant,1750,1799,,,,,
3B_Manure-management,process,NOx,EF-trend,1800,1969,U.N_manure-per-cap,EXT_IN,extension-data/,,
3B_Manure-management,process,NOx,constant,1750,1799,,,,,
3D_Rice-Cultivation,process,all,constant,1750,1969,,,,,
3D_Soil-emissions,process,all,constant,1750,1969,,,,,
3D_Soil-emissions,process,NH3,Emissions-trend,1961,1969,NH3_Fertilizer-from-1961,EXT_IN,extension-data/,,
3D_Soil-emissions,process,NH3,EF-trend,1860,1960,U.N_Fertilizer-per-cap,EXT_IN,extension-data/,,
3D_Soil-emissions,process,NH3,constant,1750,1859,,,,,
3D_Soil-emissions,process,NOx,Emissions-trend,1961,1969,NOx_Fertilizer-from-1961,EXT_IN,extension-data/,,
3D_Soil-emissions,process,NOx,EF-trend,1860,1960,U.N_Fertilizer-per-cap,EXT_IN,extension-data/,,
3D_Soil-emissions,process,NOx,constant,1750,1859,,,,,
3E_Enteric-fermentation,process,all,constant,1750,1969,,,,,
3F_Agricultural-residue-burning-on-fields,process,all,constant,1750,1969,,,,,
3I_Agriculture-other,process,all,constant,1750,1969,,,,,
5A_Solid-waste-disposal,process,all,EF-converge,1750,1969,,,,1940,0
5C_Waste-incineration,process,all,EF-converge,1750,1969,,,,1900,0
5D_Wastewater-handling,process,all,constant,1750,1960,,,,,
5D_Wastewater-handling,process,NH3,EF-converge,1750,1960,,,,1860,0.0014
5E_Other-waste-handling,process,all,EF-converge,1750,1969,,,,1850,0
6A_Other-in-total,process,all,constant,1750,1969,,,,,
6B_Other-not-in-total,process,all,constant,1750,1969,,,,,
7A_Fossil-fuel-fires,process,all,constant,1900,1970,,,,,
7A_Fossil-fuel-fires,process,all,EF-converge,1750,1900,,,,1851,0
